UniversalMessageId,Message,Year,Month,Day,Editoria,Categoria,Produto,SocialNetwork,Sentimento,shares,comments,likes,alcance
WEB_100_sg_804A5A560067579EAA0E1F239F2D012A,"Não consigo acesso na conta digital, devido o Banco Inter, implementar um sistema de acesso chamado i-safe, este acesso somente pode ser ativado por SMS, o problema é que a minha operadora ( TIM) no meu Municipio ( São Gabriel da Cachoeira/AM), este operadora esta sem sinal ja faz semanas, eu tenho outros contatos da CLARO, que uso perfeitamente, eu ja expliquei várias vezes com vários protocolos, enviei CNH, papel assinado, espero o prazo de 2 dias ÚTEIS e não resolvem, depois mais 2 dias e a situação de repete......., não se importam e ainda com deboche duvidando da minha pessoa, e sempre a mesma  desculpa decorada robotizada e cansativa,  não resolvem, tenho dinheiro preso na conta sem acesso,  vou acionar  Ministério Público, Procon, vou acionar meus advogados se não resolverem o  problema e devolverem meu dinheiro",2019,2019-04-01,2019-04-30,A,Contas e Tarifas,Atendimento,Web,Negativo,78,253,1996,25765
FACEBOOK_14_2996710160371424_3072375612804878,"Sou consultor de vendas da Tim Live e tenho disponibilidade em Salvador, Camaçari, Lauro de Freitas s feira de Santana.  Entre em contato e faça já o seu plano.  Zap (71) 98730-6644",2019,2019-08-01,2019-08-27,A,Redes,TIM Live,Facebook,Neutro,65,222,1412,12613
FACEBOOK_38_m_qtPoZuKlS-9QM_V_FdaKCSK5ieEwdKDXIJu6tHDWOJgOoNjZwy-1p8gcFsxAJiXzX675DUwiybOP48ABrYyE7g,"Boa tarde, sou cliente vivo e agora cliente Tim, gostaria se é possível por aqui trazer meu número da vivo para Tim, pois na minha Cidade não tem loja física. Tentei fazer a portabilidade pelo canal SMS 4441 mas não conseguindo. Meu número  vivo 68 999837004 meu número Tim 68 981042610, gostaria de ficar com meu número vivo na operadora Tim, liguei na central não conseguiram me ajudar. VILSON DA FONSECA DANTAS CPF 52906566772 data do nascimento 14/10/1958",2018,2018-12-01,2018-12-27,A,Atendimento e Relacionamento,Migração,Facebook,Positivo,85,237,1687,29900
TWITTER_8_1034315139707822081,"#Respost @rhebedraws (2) 🌻

#VerguenzaCONMEBOL #MensalinhoDoTwitter #VideoShowAoVivo #NewOrder #Psicólogo #EmpreenderNoBrasil #TrocaDeChipEAssume #Palmeiras104Anos #motivação #sabedoriadodia #instalivros #books #libros #livros #instabooks #gratidão #respost #FofocalizandoNoSBT pic.twitter.com/UcfFO44i9E",2018,2018-08-01,2018-08-28,A,Marca,Marca,Twitter,Neutro,82,292,1708,13476
WEB_115_sg_731BE7CFB4D4954F74DC37669D180159,"Reclamações contra operadoras sobem 6,4% no 1º semestre no CE
Por Redação , negocios@verdesmares.com.br 
                        23:00 /
                        28 de Agosto de 2019
                                    
Foram 36.414 queixas registradas por clientes do Estado nos primeiros seis meses deste ano frente a 34.193 em igual período de 2018, segundo dados da Agência Nacional de Telecomunicações (Anatel)
Negócios
Ao se deparar com alguma instabilidade na prestação de serviços, os órgãos de defesa do consumidor recomendam que os clientes procurem a empresa e façam um protocolo de reclamação Foto: JL Rosa
O número de reclamações de cearenses contra operadoras de telefonia fixa e móvel, internet e TV por assinatura cresceu 6,4% no primeiro semestre deste ano em relação a igual período de 2018, de acordo com um levantamento realizado pela Agência Nacional de Telecomunicações (Anatel).
Foram 36.414 queixas nos primeiros seis meses deste ano frente a 34.193 em igual período de 2018. Entre as operadoras, a Claro/Net foi a que mais teve reclamações em contas de celulares pós-pagos (36,9%) e na TV por assinatura (24,6%).
A Vivo recebeu mais queixas sobre serviços de telefonia móvel pré-paga (5,7%) e de telefonia fixa (30%). Já na banda larga fixa, a TIM aumentou em dez vezes o número de reclamações dos clientes, saltando de 12 para 138 queixas contra a provedora no período.
A Oi foi a única empresa que oferece todos os serviços e que registrou diminuição nas reclamações de consumidores de planos de celulares pré (- 13,9%) e pós-pagos (- 11,9%), além de telefonia fixa (-11,2%), banda larga fixa (- 32,3%) e TV por assinatura (-14,1%).
Em nota, a Tim informou que trabalha com foco em inovação e na constante evolução das plataformas de relacionamento. A Oi disse que empenha-se na expansão e na modernização da rede e no lançamento de serviços digitais para aprimorar a qualidade dos serviços. Procuradas pela reportagem, a Claro e a Vivo não se posicionaram até o fechamento desta edição.
Orientação
Ao se deparar com alguma instabilidade na prestação de serviços, os órgãos de defesa do consumidor recomendam que os clientes procurem a empresa e façam um protocolo de reclamação. Depois, é preciso aguardar o prazo para a resolução do problema. Se não houver resposta, é indicado procurar a Anatel.
""Muito provavelmente lá será resolvido, mas, caso não dê certo, é necessário acionar algum dos órgãos de defesa do consumidor ou, em último caso, a Justiça"", diz o presidente da Comissão de Defesa do Consumidor da Ordem dos Advogados do Brasil, Secção Ceará (OAB-CE), Thiago Fujita.
Ele destaca que quando o serviço adquirido for considerado essencial para o cliente, a exemplo de quem usa internet e telefone para trabalho, o problema deve ser resolvido o mais rápido possível.
Para relatar problemas com os serviços fornecidos pelas empresas de telecomunicações, o cliente pode acessar o site ou o aplicativo da Anatel, ou ainda o consumidor.Gov.Br, plataforma do Governo Federal que visa solucionar conflitos pela internet.
Palavra-Chave:
Economia",2019,2019-08-01,2019-08-29,A,Atendimento e Relacionamento,Sinal,Web,Negativo,67,271,1059,28530
FACEBOOK_38_m_o0CIRqNnQK3kn93MaUmoGXjiDPAy_R6v75PDOtgZD5NS9FRc0RKIX9s-97XmGlQ9x_7u5vFjk4hF2G9UShFekA,"Boa noite!
Pela segunda vez no mês estou com a minha Internet cortada injustamente. Vocês alegam que não paguei a fatura de 15 de julho. Entretanto, ela foi paga no dia correto do seu vencimento (15/07) pelo Banco do Brasil. Código de barras: 84670000001-7	09900109011-9	00387677986-3	90099422197-7

Assim que resolver essa questão, cancelarei o contrato com a Tim Live, pois é inadmissível ficar dois finais de semana sem Internet, repleto de trabalhos para concluir em casa.

Solicito providencias urgentes.
Marcos Lázaro J Soares.",2019,2019-08-01,2019-08-25,A,Redes,Fatura,Facebook,Negativo,76,235,1902,18802
FACEBOOK_14_2118709341552206_2195109027245570,"Leia até o fim, é um protesto🤬🤬🤬 #sejatop é propaganda enganosa.

Ola! Sentimos sua falta... Recarregue ate amanha, 26/04/19, e GANHE Instagram ilimitado por 7 dias sem gastar da sua internet #sejaTOP
 Recebi essa mensagem e fiz uma recarga, e não recebi confirmação da promoção mas achei que talvez fosse o sistema, mas já se passaram dois dias desde quando fiz a recarga e descobri que foi praticamente toda a internet... eu já liguei para a Tim na primeira vez desligaram e na segunda levaram duas horas pra dizer que não podiam fazer mais do que acrescentar 2,50 no meu saldo como bonus, sendo que por causa da mensagem eu coloquei 15 reais... o atendente Gabriel teve a coragem de dizer que foi um trote, eu acreditaria se já não tivesse recebido outras mensagens do TIMinforma e realmente tivesse ganhado a promoção que na época era recarregue 30 reais ou mais e ganhe redes sociais ilimitadas por um mês sem descontar dos dados...o atendente ainda disse que não existe Instagram ilimitado para pré pago...só para plano controle
 aqui está o protocolo das duas ligações que fiz para a Central de atendimento tim: O numero do protocolo de autoatendimento da URA e o 2019456174773

O numero do protocolo de autoatendimento da URA e o 2019456181914

Se foi trote foi a própria Tim que fez...e estou indignada",2019,2019-04-01,2019-04-25,A,Marca,Crédito,Facebook,Negativo,93,227,1490,14235
TWITTER_4_1077738331688050689,A @TIMBrasil acaba de roubar meu dinheiro sumariamente. Pior operadora.,2018,2018-12-01,2018-12-26,A,Marca,Marca,Twitter,Negativo,74,210,1521,22882
WEB_115_mov_7872BD0A4C3ABBA7589FD7C5DAE0B5D9,"Estratégia quarta-feira, 27 de fevereiro de 2019 , 19h33   
A TIM anunciou nesta quarta-feira, 27, que permitirá o pagamento da conta da Netflix na fatura mensal móvel da operadora. A possibilidade está disponível para usuários do plano pós-pago TIM Black (exceto ...",2019,2019-02-01,2019-02-27,A,Contas e Tarifas,Plano,Web,Positivo,81,288,1467,14048
INSTAGRAM_36_1765370236919257338_3155874424,"Regrann from @festivaltimmusic -  Nosso @felipearaujocantor tem um recado para você! Dá o play e vem se apaixonar com a gente <3  Corra e compre seu ingresso, ainda no primeiro lote, pelo link na bio! Partiu Festival #TIMmusic! - #regrann",2018,2018-04-01,2018-04-25,A,Marca,Aplicativo,Instagram,Positivo,76,247,1162,18238
WEB_100_sg_9EDEE24A922078AA65CAA710556D444D,"Meu plano é pré-pago, na promoção TIM Pré Smart 1GB, com renovação automática semanal por R$ 9,99, tendo ligações ilimitadas para qualquer operadora e 1GB de internet. Ocorre que, em 20/08/2018, efetuei uma recarga de R$ 20,00, foi debitado o valor da renovação de minha promoção, restando um saldo de R$ 10,01. Durante os dias seguintes, 21, 22 e 23, houve débito de um serviço que não contratei, chamado ""TIM Recado Backup Diário"", de R$ 1,09 em cada dia, totalizando R$ 3,27. Por causa disso, minha promoção não foi renovada automaticamente no dia 27, pois os débitos indevidos haviam reduziram o saldo, tornando-o insuficiente. Como eu estava tranquilo quanto à renovação, sem saber dos débitos, efetuei uma ligação e conexão com a Internet no dia 27, pelas quais a TIM debitou R$ 1,49 por cada coisa, totalizando, só neste dia, mais R$ 2,98 de débitos indevidos. Estes débitos ocorreram por motivo da não renovação de meu plano, por causa do saldo insuficiente, que estava assim por causa da TIM, conforme relatado mais acima.Neste mesmo dia em que percebi o débito referente à ligação e conexão à Internet, liguei para o *144 e relatei o problema ao atendente humano, através do número de protocolo 2018937189250. O mesmo efetuou um ressarcimento de R$ 5,47 e disse que o plano seria renovado automaticamente e que também havia cancelado o serviço TIM Recado Backup Diário. Ocorre que, no dia 28, ao efetuar uma ligação para um número de outra operadora, percebi que tal ligação consumiu todos os meus créditos, pois minha promoção não fora renovada pelo fato de o ressarcimento não ter sido suficiente para recompor o saldo que eu possuía antes de todos os débitos indevidos. FIQUEI SEM CRÉDITO E SEM INTERNET POR MAIS UM DIA, ALÉM DO DIA ANTERIOR.Tornei a falar com o atendimento humano do *144, através de novo protocolo, de número 2018940743136, primeiramente na pessoa da Srta. Eduarda, e depois, com seu suposto supervisor, Sr. Caio. Ambos disseram que não iriam efetuar o ressarcimento das ligações, nem da conexão com a Internet, pois, segundo eles, foram débitos lícitos pelo fato de eu não estar com a promoção renovada. Expliquei o motivo pelo qual a mesma não fora renovada, os débitos indevidos, todavia mantiveram sua posição, sendo que o supervisor Caio exaltou os protocolos da empresa acima dos fatos que constituem claro dano causado a mim, consumidor, por falha da empresa.Registro para que se tome as devidas providências em ressarcir em dobro todo o valor que perdi (façam a soma).",2018,2018-08-01,2018-08-28,A,Produtos e Serviços,Crédito,Web,Negativo,86,128,1929,12383
WEB_100_sg_2745DF4687691C980014D5ED01801F52,"Olá, Abner. Tudo bem? Não se preocupe, o cancelamento do produto já foi realizado. Então, dê uma olhadinha em seu e-mail, a gente vai conversar com você por lá. Conte com a nossa equipe de Qualidade da FS! Até mais.",2018,2018-04-01,2018-04-28,A,Contas e Tarifas,Cobrança,Web,Negativo,79,176,1234,18542
FACEBOOK_97_1854773104612499_1861644693925340,Já tô cancelando o meu não presta a Tim,2018,2018-08-01,2018-08-29,A,Produtos e Serviços,Aplicativos Ilimitados,Facebook,Neutro,90,212,1199,27689
WEB_115_sg_FF6045930EB3776CDEAAC61F5C27ED41,"Internet 4G da Oi é medíocre quando comparada a Tim, Claro e Vivo
A internet 4G está crescendo no Brasil, mas ainda é um problema nas zonas rurais do país. Nas zonas urbanas, é possível ter uma boa conexão estável oferecida pela Claro, Tim e Vivo. A Oi ainda é um problema.
Por Priscilla Kinast em 28/08/2019 13:43 em Internet Pular para comentários
O Brasil tem avançado bastante no oferecimento de internet móvel rápida nos grandes centros urbanos, mas ainda enfrenta o desafio de levar 4G para as áreas rurais, é o que aponta o último estudo do OpenSignal , publicado na última terça (27). E qualquer um que transite entre uma área urbana e rural no Brasil, consegue notar uma diferença gritante.
O OpenSignal testou as conexões de 1.080.679 smartphones em todo o Brasil, entre os dias 1º de abril e 30 de junho deste ano. E os resultados não deram outra: O sinal de 4G nas zonas urbanas (75%) é quase duas vezes maior do que a disponibilidade nas zonas rurais (41%).
O que acontece é que na zona rural, a internet disponibilizada é o 3G, bem mais lento que o 4G das zonas urbanas. Ainda assim, é mais fácil usar o 3G na cidade grande do que no interior. O estudo apontou que as conexões 3G são bem sucedidas em 90% nos municípios urbanos, contra 74% nos rurais. No mapa abaixo você pode visualizar melhor essa situação:
Mas como saber o que uma zona urbana ou uma zona rural? Bom, a OpenSignal usou as definições do IBGE para classificar áreas como ""urbanas"", ""intermediárias"" ou ""rurais"", e isso leva em conta a topografia, a localidade e a densidade populacional da região. A OpenSignal analisou a disponibilidade de 3G e 4G de cada uma das 4 maiores operadoras de telefonia do Brasil (Claro, Tim, Vivo e Oi).
Quando se trata de conexão de alta velocidade 4G, é possível notar que as diferenças entre os serviços oferecidos pelas operadoras são ainda mais descripantes.
As operadoras Claro, Vivo e TIM mostraram bom desempenho nas áreas urbanas, com média de 92% de disponibilidade. Nas regiões rurais, a Vivo se saiu melhor, com 80%, contra 76% da Claro, 75% da TIM e apenas 38% da Oi.
Crescimento do 4G no Brasil
Apesar da decepção que você possa ter tido com este resultado, a Opensignal afirma que o Brasil está evoluindo no oferecimento de internet móvel de alta velocidade. Segundo a organização, responsável pelo estudo, ""O Brasil tem tradicionalmente ficado atrás de seus pares na América Latina em termos de disponibilidade 4G, mas o país agora está começando a se recuperar"". E não se decepcione, pois apenas Hong Kong, Japão, Holanda e Coreia do Sul conseguem atingir 90% de cobertura em todas as suas operadoras de telefonia.
Porque a internet da Oi é tão ruim?
A Opensignal informou que a Oi está atrás das outras operadoras pelo fato de ainda não ter acesso a faixa de conexão de 700 MHz. ""Nas cidades brasileiras, estamos realmente começando a ver o impacto total do espectro de 700 MHz, que foi leiloado e está chegando on-line, devido à transição gradual do uso de TV analógica para a digital. Mas a operadora ainda pode garantir uma licença para a banda, já que o regulador deve realizar um segundo leilão no começo do ano que vem"".
Fonte: OpenSignal
Compartilhe com seus amigos:
Priscilla Kinast Estudante de Ciência e Tecnologia na UFRGS - Universidade Federal do RS, apaixonada por inovações tecnológicas, mistérios da ciência, bem como filmes e séries de ficção científica FACEBOOK // INSTAGRAM: @priscillakinast // TWITTER: @prkinast
Quer conversar com o(a) Priscilla, comente:
Carregar comentários",2019,2019-08-01,2019-08-28,A,Marca,Atendimento,Web,Negativo,96,263,1814,28828
TWITTER_8_967970346807721985,quem q foi q deixou os adm da pan ter acesso a internet? esses imundos devia nem ter 3g da tim só sabe mandar hate e espalhar ódio pelo site pic.twitter.com/ex2NEuH2k2,2018,2018-02-01,2018-02-26,A,Redes,Internet,Twitter,Negativo,80,238,1530,12890
WEB_100_sg_5BC637B600DE9606DCEF7F1B4D278AEC,A Tim está descontando meus créditos a título de  acesso a internet mesmo quando meus dados estão desligados. Créditos sumindo.,2019,2019-04-01,2019-04-24,A,Redes,Dados,Web,Negativo,73,213,1322,21715
WEB_115_6f1908c7ac7ed80e63a09c4a494b1b1c,"Cliente assinou plano de R$ 59,90, mas recebeu conta no valor de R$ 320; veja outras reclamações Copiar link Havolene Valinhos São Paulo
Depois de várias tentativas, o analista de sistemas José Roberto Niero, 64 anos, de São Caetano do Sul (ABC), conseguiu recuperar o dinheiro pago pela mensalidade de um pacote de serviços da Vivo.
Niero conta que, em 17 de maio, ligou para a central de atendimento para mudar o plano e reduzir os custos com telefone fixo e internet. Segundo o cliente, a operadora ofereceu um plano de ligações ilimitadas para todo o Brasil no valor de R$ 59,90.
“Aceitei a proposta por necessidade. Não conseguia pagar mais os R$ 80,90 do serviço anterior”, disse. No mesmo mês, Niero conta que foi surpreendido com uma fatura de R$ 320. “Fui enganado. Paguei ligações que nunca fiz e a empresa não cumpriu o que ofereceu”, reclamou.
O analista de sistemas ligou mais uma vez para a Vivo e descobriu que o plano fixo Brasil ilimitado, do qual era assinante, foi substituído por fixo local ilimitado. O cliente tentou recuperar o valor pago, em vão. Segundo o cliente, a operadora ofereceu um plano de chamadas ilimitadas para todo o país, mas descobriu que era só para ligações locais. - Gabriel Cabral/Folhapress Operadora faz correção da cobrança
A Vivo afirma que a situação do leitor está regularizada e o consumidor está ciente desta informação. A operadora afirma ainda estar à disposição.
“Estornaram o valor pago a mais e voltei para o plano de R$ 59,90. Finalmente, estou sossegado e fazendo minhas ligações para todo o Brasil”, comemorou. Outras reclamações
Americanas.com 
O vendedor autônomo Marcelo Campos, 54 anos, de Diadema (Grande SP), afirma que deixou de fazer um tratamento odontológico porque o cartão das Americanas não autorizou a transação. Ele conta que tinha o crédito de R$ 1.230, mas a operadora não autorizou. “Foi a primeira vez que passei por um constrangimento desses.”
Resposta 
As Americanas.com afirmam que entraram em contato com o leitor e solucionaram o problema. O cliente disse que resolveu cancelar o cartão.
CET
O funcionário público Cristiano Farias, 47 anos, denúncia a falta de lombadas e sinalizações na avenida Riacho dos Machados, em São Mateus (zona leste). Segundo o morador, carros e motocicletas não respeitam os semáforos e circulam em alta velocidade. Nas últimas semanas pelo menos dois cães morreram atropelados. “Tem uma creche na via e qualquer dia uma criança pode ser atropelada.”
Resposta 
A CET informa que há três lombadas na avenida, próximas aos números 553, 817, 774. Disse, ainda, que elaborou projetos para alterar a velocidade da via de 50 km/h para 30 km/h.
TIM
O assistente administrativo Raphael Alexandre Silva, 28 anos, de Osasco (Grande SP), passou uma semana com o celular bloqueado. Ele tentou negociar um novo pacote de serviços com a TIM, mas teria sido orientado pela atendente a fazer o pagamento em débito automático em troca de desconto no preço final, o que não aconteceu.
Resposta
A TIM informa, por meio de nota, que esclareceu o ocorrido com o cliente e reativou a linha dele. Em novo contato com o Agora, o leitor confirmou a informação. “A linha está funcionando e concederam um desconto de R$ 50 durante um ano.”
Casas Bahia
""Em maio de 2018, comprei um celular no site das Casas Bahia por R$ 598, mas nunca recebi o aparelho. Entrei com uma ação contra a loja por danos moral e material e ganhei. Agora, espero o reembolso do valor pago na compra"" , diz Lenny Blue de Oliveira, 65 anos
Resposta 
As Casas Bahia informam, por meio de nota, que foi solicitada uma correção nos dados bancários da cliente e que ela será atendida com o reembolso.
Com Everton Menezes",2019,2019-08-01,2019-08-26,A,Produtos e Serviços,Aplicativos Ilimitados,Web,Negativo,63,183,1651,17234
TWITTER_7_968675156762726400,"@gothamsisi Deu certo kkkkk, mas eu tava falando da tim viu amor",2018,2018-02-01,2018-02-28,A,,,Twitter,Positivo,78,226,1157,18119
TWITTER_4_1144581176910389250,@TIMBrasil seus funcionários estão nos cobrando uma fatura que está paga. E coincidentemente ontem nossa internet parou de funcionar. O atendimento eletrônico diz que tá ocorrendo uma manutenção na região... aaah essas coincidências né não,2019,2019-06-01,2019-06-28,A,Marca,Internet,Twitter,Negativo,71,239,1658,16937
FACEBOOK_14_1662181850538293_1694084397348038,"Meu nome é Wemerson e a minha conta tim live foi encerrada em fevereiro. Com a conta encerrada e o aparelho entregue, porque que vocês ainda continuam me enviando faturas dos serviços que eu nem uso?",2018,2018-04-01,2018-04-24,A,Produtos e Serviços,TIM Live,Facebook,Negativo,64,226,1457,18365
WEB_100_sg_33FA3934905D485709C55B29DB448D5F,"Eu possuo uma internet 35 mb e estou com minhas dividas quitadas com a live tim desde o dia 12/10/2018 e hoje dia 30/10/2018 minha internet nao funciona, entro em contato com o atendimento e hora informa que pagamento nao caiu, hora informa que devo esperar malditas 72 horas pra voltar, hora me falam que por causa de uma mudanca de plano preciso aguardar MAIS 72 horas para normalizar, e hoje as 22:00 fui informado que preciso aguardar mais 72 horas pois a mudanca de plano deu ''pt'' e bloqueia minha internet.Eu trabalho usando a internet, estou o mes inteiro parado porque ela NAO FUNCIONA, e ainda me vem conta com valor cheio sendo que nao ha consumo, quero uma posicao da live tim, ja que os funcionarios que sao pagos pra isso nao resolvem e so ficam enrrolando.a conta esta em nome de SILVANA MARIA DA SILVA CPF:161.617.968-64",2018,2018-10-01,2018-10-30,A,Atendimento e Relacionamento,TIM Live,Web,Negativo,70,291,1107,28276
FACEBOOK_38_m_AEcrMmh1lLCKwFd4aYNZMdiCAQetsYpubgvYUn7uC1Ng4xluUQJZXtsOFpnnS5Yxd-mn_QfUGzlAmwcJvelqXQ,"📱Sou Promotora de Vendas da TIM

Faço portabilidade ou aquisições de linha nova. 

PLANO  TIM BLACK
SÓ 85,99

Whatsapp ilimitado
Facebook ilimitados
Instagram ilimitado 
Twitter Ilimitado 
Mensseng ilimitado
Deezer ilimitado 
Torpedo ilimitado
Waze ilimitado
Easy táxi 
*até 24,5GB   de Internet 
Ligações ilimitadas para qualquer operadora,para todo o 
BRASIL! 

TAMBÉM TEMOS CONTROLE DE 39,99

Me chame no Whatsapp 31982914171
ou deixa seu ddd e o número que eu chamo você no Whatsapp e te explico melhor!",2019,2019-06-01,2019-06-30,A,Redes,5G,Facebook,Neutro,85,134,1296,27630
FACEBOOK_38_m_vVPrSJdOneciQlKBWPyTRluhna7eXMSIQzky056MTc3r7fsScBG1nqTTP2raLhQBM4LT9BKuLfQqe4r7AwjLBg,"Título pronto e reclamação fechada! 👍💪 A gente tá quase lá! Vamos conferir se está tudo certo:

*Empresa:* Tim Celular 
*Titulo:* Veja também:

 Selecione Todas reclamações Não respondidas respondidas Finalizadas 

Número bloqueado e péssimo pós venda!

Tim Celular

￼ Pirapora - MG

 

ID: 90729801

 

 17/04/19 às 11h50

 

denunciar

Planos e tarifas

 

Planos pré-pagos

 

Telefonia celular

Status: ￼ Não Respondida

Me chamo Rita e sou cliente da operadora há muito tempo. Como tal, faço a utilização de um plano pré pago, pois trabalho em uma rede de supermercados, na função de encarregada, então, o celular se torna também um instrumento de trabalho. Vamos ao ocorrido, no último mês, efetuei um pagamento errado, ja havia quitado a fatura do mês de fevereiro, e paguei novamente, ao invés da fatura do mês de março, houve uma duplicidade de pagamento, o que já é de se estranhar. A operadora não tem um sistema efeciente a ponto de não empedir um pagamento já efetuado? Meu número foi bloqueado em decorrência disso, e ao entrar em contato, não houve empenho por parte do atendimento para solucionar o problema. Simplesmente me sugeriram que pagasse a conta no mês três, que tem valor igual a que paguei duas vezes no mês dois, e a conta de Maio seria eliminada. Porém, tenho o meu número bloqueado, não tenho a quantia disponível para efetuar o pagamento que foi solicitado, e cabe a mim ir atrás dos meus direitos como consumidora através do procon e registrar esse relato e minha indignação aqui.",2019,2019-04-01,2019-04-30,A,Atendimento e Relacionamento,Número,Facebook,Negativo,90,163,1749,27191
TWITTER_8_1057312976632512512,"Quem tem de fazer propaganda é a Claro, pra disputar meu dinheiro com a Vivo ou a Tim. Propaganda é da Nike, senão eu compro Adidas.

Propaganda do governo é pra quê? Dá pra escolher pagar imposto pra outro?

Publicidade estatal é só controle da mídia. Chega!",2018,2018-10-01,2018-10-30,A,Marca,Marca,Twitter,Neutro,90,142,1746,20171
TWITTER_2_1078868065910173696,ALGUÉM EMPRESTA CRÉDITO DA TIM PRA MANDAR RENOVAR O PACOTE DE DADOS DESSE CARAAAA,2018,2018-12-01,2018-12-29,A,Contas e Tarifas,Crédito,Twitter,Neutro,88,295,1238,16803
TWITTER_2_1034083455313825793,"Odio eu tenho da Tim que rouba meus creditos na cara dura, de ti eu tenho só pena mesmo meu anjao!! Kkkkkkk",2018,2018-08-01,2018-08-27,A,Produtos e Serviços,Aplicativos Ilimitados,Twitter,Negativo,64,220,1629,11333
FACEBOOK_38_m_mid.$cAAIomOsdBNlpK39sCFi-joezKhxG,Já tive Tim Live e achei ótima a melhor internet pra residência,2018,2018-04-01,2018-04-25,A,Produtos e Serviços,TIM Live,Facebook,Positivo,94,212,1129,15044
WEB_100_305259102156ff8a98c4e0cf286942f0,"Internet disse: ↑ A senha do wifi e de acesso do modem é derivada do endereço MAC?
Se for, você deveria alterá-la. O endereço MAC de um roteador wifi é algo publicamente visível. A Vivo aliás faz essa mesma lambança com seus modems da MitraStar, derivando a senha do wifi do endereço MAC do modem, então fica super fácil acessar para qualquer um de fora acessar o wifi deles. Clique para expandir... Então, vou ver aqui, mas acho que só os 4 caracteres. Os outros 4 deve ser derivado de algum gerador de números aleatórios, o que já daria a segurança de que não possa ser acessado. Tenho quase certeza de que as senhas de acesso (admin e L1vt1m4eng) e a senha do Wi-Fi são aleatórias, fazendo com que só quem tem acesso à etiqueta do modem (ou acesso remoto da operadora) possa conhecê-las. Acho muito mais pratico assim, pois eu dou um reset no modem e não configuro mais nada. Depois, para conectar os dispositivos Wi-Fi, basta usar o botação WPS (uma vez que a senha é uma sequência sem lógica, de difícil memorização).
A questão agora é: eles (suporte) têm a senha do L1vt1m4eng memorizada? Se sim, lascou, pois não dá para alterar essa senha. Quem sabe, ao descriptografá-la, eu acabei dando de presente essa informação a eles?",2018,2018-08-01,2018-08-27,A,Redes,Aplicativos Ilimitados,Web,Negativo,97,196,1990,11508
TWITTER_7_1166704018980311040,@TIMBrasil O que está acontecendo com o sinal da internet????????? Em Brasília todos os meus amigos que utilizam a operadora estão com problema!!!,2019,2019-08-01,2019-08-28,A,Redes,Atendimento,Twitter,Negativo,83,289,1216,29330
WEB_98_mov_F12115C1B5A533A82CB33B4C091C3830,"A oferta é válida em todo o país para o combo semanal de R$ 14,99. A Vivo Turbo trouxe uma novidade para um de seus pacotes semanais. Agora, os clientes passam a ganhar 40 minutos em ligações locais para outras operadoras, além dos 3G de internet, SMS e ligações ...",2018,2018-04-01,2018-04-27,A,Redes,TIM Controle,Web,Positivo,74,180,1762,24365
WEB_100_sg_E875247A93718395C790DE0FFD9D4AF2,"Bom dia, no dia 06/10/2019 fiz uma instalação de Internet com fixo por um valor fixo, sendo que agora tão alegando que meu plano não da direito ao telefone fixo, que telefone e a parte e estão me cobrando 30 reais por fora. sendo que não vou pagar por uma informação errada do técnico de instalação. quero uma solução ou uma proposta boa para que eu continue com a Tim. Não posso cancelar pq estou no prazo de fidelidade.",2019,2019-02-01,2019-02-28,A,Atendimento e Relacionamento,TIM Fixo,Web,Negativo,89,189,1448,14964
FACEBOOK_38_m_mid.$cAAArTw7JcFdoD3UL8Vh3fOOh9kFJ,"Eu já disse que meus dados móveis ficam desligados! Não tem jeito mesmo! Vou ter que mandar o caso para o Procon e fazer portabilidade para uma operadora de confiança! Espero que mais gente perceba o quanto a Tim está zombando e tentando nos fazer de bobos!  Eu mantive SIM MEUS DADOS MÓVEIS DESLIGADOS POR MUITO TEMPO SENDO QUE PASSEI POR MAIS DE DOIS DIAS INTEIROS NA PRIMEIRA VEZ QUE RECLAMEI SOBRE ESTÁ COBRANÇA! AONDE NÃO ENTENDERAM ISSO? Se não há ressarcimento não há mais confiança da minha parte com esta operadora! Espero que mais pessoas vejam isso! Não acho que as pessoas sejam tolas de acreditar numa prestadora que erra mas não assume! Sei que há reclamações parecidas, agora se vocês não estão dispostos a fazer nada nem ao menos verificar se há algo de errado na linha eu direi a mais pessoas que pensam em vir para esta operadora e mostrar os demais casos que aconteceram para que essas pessoas não sejam lesadas! Passar bem!",2018,2018-02-01,2018-02-28,A,Contas e Tarifas,Cobrança,Facebook,Negativo,97,279,1878,25097
TWITTER_2_1144731445321175040,Ano passado eu era muito bora bora ... sdds,2019,2019-06-01,2019-06-28,A,Produtos e Serviços,Migração,Twitter,Positivo,73,182,1260,13477
FACEBOOK_38_m_Pma0oaos7XE3zAOkNL3TJjKOt-_dw0krgfnhNQyI4KzyVoIFouQJsj1yCc9ENLW_oE0hGoqAZL7pg9shu4eGEA,Como eu faço pra cadastrar um novo chip? Sendo que na minha casa não está funcionando o sinal da tim,2019,2019-02-01,2019-02-28,A,Produtos e Serviços,Internet,Facebook,Negativo,81,247,1083,14945
